NO,메시지내용,수신지역,등록일자,단계,재난유형
212809,"오늘 17:20 경북(영천) 호우주의보 발령. 하천 주변 산책로, 계곡, 급경사지, 농수로 등 위험 지역에는 가지 마시고, 하천 범람에 주의하세요. [행정안전부]",경상북도 영천시 ,2024/06/24 17:23:20,안전안내,호우
212997,"2024-06-29 16:20 현재 장흥군 산사태 주의보가 발령되었으니, 지정된 대피소 등 안전한 곳으로 대피하여 주시기 바랍니다.[장흥군]","전라남도 장흥군 장흥읍,전라남도 장흥군 장동면,전라남도 장흥군 장평면,전라남도 장흥군 유치면,전라남도 장흥군 부산면",2024/06/29 16:32:21,안전안내,산사태
212998,"관내 호우주의보 발효로 인한 강수가 예상됩니다. 집 주변 배수로를 미리 정비하시고, 산간 계곡, 하천변 산책로 등 위험 지역 방문을 자제하세요. [남해군]",경상남도 남해군 ,2024/06/29 16:48:35,안전안내,호우
213134,"현재 구례군에 호우주의보 발효중. 시간당 20mm이상 강한비가 내리고 있으니 위험지역 접근 금지, 야외활동 및 외출 자제 등 안전에 유의 바랍니다.  [구례군]",전라남도 구례군 ,2024/06/30 07:30:27,안전안내,호우
213135,"호우주의보 발효중, 외출 자제, 논밭 물꼬 배수로작업 금지, 하천, 계곡 출입 자제, 야영 금지, 산사태, 급경사지,인명피해 우려지역 접근자제[산청군]",경상남도 산청군 ,2024/06/30 07:34:56,안전안내,호우
213136,"오늘 오전까지 많은 비가 예상됨에 따라 배수로 확인을 위한 외출자제, 산사태우려 및 하천변, 저지대 침수지역 출입 자제 등 각별히 유의하시기 바랍니다. [울진군]",경상북도 울진군 ,2024/06/30 07:35:32,안전안내,호우
213137,"금일 07시 30분부로 무곡 지하차도, 일광 화전리 14번국도 하부도로 통제 해제함을 알려드립니다.[기장군]",부산광역시 기장군 ,2024/06/30 07:38:58,안전안내,호우
213138,"금일 06:40분 산사태주의보가 발령되었으니, 주변상황을 점검하시고 비상시 대피할 수 있도록 준비하여 주시기 바랍니다.[보성군]",전라남도 보성군 ,2024/06/30 07:40:40,안전안내,산사태
213161,"목포시 주민인 고은미씨(여, 47세)를 찾습니다 -166cm,연분홍상의,쥐색청바지,검정크로스백,왼쪽다리 절뚝거림 vo.la/jUzZL /☎112 [전남경찰청]",전라남도 목포시 ,2024/06/30 15:44:17,안전안내,기타
213162,"관악구 주민인 김명자씨(여,76세)를 찾습니다 -150cm,45kg,백발,노란색티셔츠,남색칠부바지,하늘색계열운동화 vo.la/ejELL /☎112 [서울경찰청]","서울특별시 관악구 ,서울특별시 동작구 ",2024/06/30 18:59:54,안전안내,기타
213166,"오늘 03:42경 발생한 3호선 도곡~대치역 간 하선 특수차 배터리에서 연기발생은 조치 완료되어 상,하선 열차 운행 중입니다.[서울교통공사]","경기도 전체 ,서울특별시 전체 ",2024/07/01 05:55:28,안전안내,교통사고
213300,"폭염주의보 발효 중. 낮시간 동안 영농 작업 등 실외 활동 자제, 충분한 물 섭취 및 그늘에서 휴식을 취하는 등 건강관리에 유의하시길 바랍니다. [경주시]",경상북도 경주시 ,2024/07/03 12:45:31,안전안내,폭염
213370,"△의성지역 온열질환 발생위험
△12~16시 논·밭,야외작업 자제 
△차량 내 거동불편자, 아동 방치위험
△외출 시 양산사용 등 온열질환에 유의바랍니다. [의성군]",경상북도 의성군 ,2024/07/05 09:25:16,안전안내,폭염
213431,"폭염주의보 발효중 △논,밭,건설현장 등 야외활동자제 △폭염안전수칙(물,그늘,휴식)준수 등 건강관리에 유의바랍니다. [산청군]",경상남도 산청군 ,2024/07/06 10:13:15,안전안내,폭염
213432,"무더위가 지속되고 있습니다. 야외 활동을 자제하시고 충분한 수분 섭취, 그늘에서 휴식을 취하는 등 온열질환 예방 및 건강관리에 유의하기시 바랍니다. [경주시]",경상북도 경주시 ,2024/07/06 10:19:02,안전안내,폭염
213531,산사태 위기경보(경계단계) 발령 ▲입산 금지 ▲산림주변·계곡·급경사지 등 위험지역 접근금지 ▲위급상황 시 산에서 떨어진 안전한 높은 곳으로 대피하세요 [세종시청],세종특별자치시  ,2024/07/07 10:51:42,안전안내,산사태
213532,"오늘 11:00 덕산면, 한수면 지역 산사태 주의보 발령. 산림 주변 야외활동을 자제하여 주시고, 유사시 안전한 곳으로 대피 등 안전에 유의 바랍니다.[제천시]",충청북도 제천시 ,2024/07/07 11:00:19,안전안내,산사태
213533,"창녕군 폭염주의보 발효중. 낮 시간 야외 활동을 자제하시고, 충분한 수분 섭취, 그늘에서 휴식을 취하는 등 건강관리에 유의하시기 바랍니다. [창녕군]",경상남도 창녕군 ,2024/07/07 11:00:49,안전안내,폭염
213534,오늘 30~80mm 강우 예보(시간당 20~30mm내외 강한비 예상)▲야외활동 자제 및 하천변 산책로 등 위험구역 출입을 금하여 주시기 바랍니다. [안동시],경상북도 안동시 ,2024/07/07 11:01:19,안전안내,호우
213535,"7.7.(일)11:00 상당구 대청호반로 문의대교(덕유리산84-3)~장승공원(하석리48-1)구간 도로 낙석우려가 있어 도로 통제중,차량은 우회 바랍니다.[청주시]","충청북도 청주시 상당구 ,충청북도 청주시 서원구 ,충청북도 청주시 흥덕구 ,충청북도 청주시 청원구 ",2024/07/07 11:01:49,안전안내,교통통제
213536,"집중호우에 따라 금일 10:55 논산시 지역 산사태주의보를 발령, 취약지역 주민분들은 주의하여주시고, 위험지역에 접근하지 마시기 바랍니다.[논산시]",충청남도 논산시 ,2024/07/07 11:04:16,안전안내,산사태
213572,오늘 병곡지역에 비가 많이 내려 산사태가 우려되니 산림 주변에서는 야외 활동을 자제하시고 산에 있을 경우 산림 밖으로 피하세요. [영덕군],경상북도 영덕군 ,2024/07/08 00:40:35,안전안내,산사태
213573,"오늘 00:50 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험 지역에는 가지 마시고, 대피 권고를 받으면 즉시 대피하세요. [행정안전부]","경상북도 안동시 ,경상북도 의성군 ",2024/07/08 00:55:56,안전안내,호우
211705,"강서구에서 실종된 신승현씨(여,27세)를 찾습니다-177cm,흰색계열후드점퍼,회색바지,초록색컨버스화,남색가방
vo.la/AQhHe / ☎112 [서울경찰청]","서울특별시 강서구 ,서울특별시 영등포구 ",2024/05/11 09:11:17,안전안내,기타
211815,"내일 오전까지 강한 바람을 동반한 20~60mm 호우 예상. 야외활동 자제 및 입간판, 하우스, 농축산시설 등 각종 시설물 피해가 없도록 주의 바랍니다.[안동시]",경상북도 안동시 ,2024/05/15 19:52:33,안전안내,강풍
212419,"의성지역 오늘 낮 최고 34℃ 무더운 날씨 예상
△외출 자제
△1인 영농 작업 특히 위험
△충분한 수분섭취 및 폭염안전수칙 준수 건강에 유의바랍니다[의성군]",경상북도 의성군 ,2024/06/13 10:39:29,안전안내,폭염
212433,"오늘 14:09경 외동읍 녹동리 265-8번지 공장에서 화재 발생으로 다량의 연기가 발생하고 있으니, 인근 주민께서는 안전에 유의하시기 바랍니다. [경주시]",경상북도 경주시 외동읍,2024/06/13 15:54:05,안전안내,화재
212546,"오늘 오전 10시부로 인근 부산중부지역 폭염주의보 발효. 야외활동 자제 및 충분한 물섭취, 그늘에서 휴식 등 건강관리에 유의하시기 바랍니다. [기장군]",부산광역시 기장군 ,2024/06/18 09:51:47,안전안내,폭염
212547,오늘 09:44 진건읍 송능리 13-1번지에서 화재 발생. 현재 진화중이며 연기 다량 발생중. 인근 주민은 안전에 유의하여 주시기 바랍니다. [남양주시],경기도 남양주시 진건읍,2024/06/18 10:14:34,안전안내,화재
212778,"남동구 주민인 현효관씨(남,82세)를 찾습니다-165cm,55kg,진회색정장,검정바지,갈색구두,진회색베레모,안경
vo.la/DsDGn / ☎112 [인천경찰청]","인천광역시 미추홀구 ,인천광역시 남동구 ",2024/06/22 20:06:24,안전안내,기타
212792,"오늘 저녁 경기 남부지역 중심 일시에 많은 비가 예상됩니다. 하천변저지대 등 침수위험지역에 접근금지, 산사태 급경사지 인근 주민들은 안전에 유의하세요.[경기도청]",경기도 전체 ,2024/06/23 19:00:20,안전안내,호우
212794,초량제1 지하차도 보강작업으로 차량 전면 통제 중이오니 우회하여 주시기 바랍니다.[동구청],부산광역시 동구 ,2024/06/24 07:00:14,안전안내,교통사고
212872,15:03시 부 해상사격이 종료되었습니다. 협조해주셔서 감사합니다.[옹진군],"인천광역시 옹진군 백령면,인천광역시 옹진군 대청면,인천광역시 옹진군 연평면",2024/06/26 15:16:11,안전안내,기타
212893,"금일(27일) 제주도 산지,서부,남부,동부,지역에 호우주의보 발효. 해안가, 세월교, 낙석 위험지역에는 출입 자제하시고, 안전에 유의 바랍니다.[제주도]",제주특별자치도 전체 ,2024/06/27 14:46:31,안전안내,호우
212899,"2024-06-28 07:12 서산시 예천동 662-2 화재로 다량의 연기가 발생되어 인근주민은 창문을 닫아주시고, 차량은 우회하여 주시기 바랍니다. [서산시]","충청남도 서산시 읍내동,충청남도 서산시 동문동,충청남도 서산시 갈산동,충청남도 서산시 온석동,충청남도 서산시 잠홍동,충청남도 서산시 수석동,충청남도 서산시 석림동,충청남도 서산시 석남동,충청남도 서산시 예천동,충청남도 서산시 죽성동,충청남도 서산시 양대동,충청남도 서산시 오남동,충청남도 서산시 장동,충청남도 서산시 덕지천동,충청남도 서산시 인지면",2024/06/28 07:55:17,안전안내,화재
213765,"오늘 20:15 호우주의보 발령. 하천 주변 산책로, 계곡, 급경사지, 농수로 등 위험 지역에는 가지 마시고, 하천 범람에 주의하세요. [행정안전부]","충청남도 공주시 ,세종특별자치시  ",2024/07/08 20:17:55,안전안내,호우
213766,현재 호우로 인하여 진관삼거리 지하차도(진관리 70-1인근)도로를 통제하고 있으니 우회하여 주시기 바랍니다.[당진시],충청남도 당진시 고대면,2024/07/08 20:28:43,안전안내,호우
213771,"오늘 20:50 충남(청양) 호우주의보 발령. 하천 주변 산책로, 계곡, 급경사지, 농수로 등 위험 지역에는 가지 마시고, 하천 범람에 주의하세요. [행정안전부]",충청남도 청양군 ,2024/07/08 20:52:12,안전안내,호우
213772,호우주의보 발효중 ▲산사태 위험지역·하천·저지대 등 출입금지 ▲위험시 즉시 대피 ▲논둑·배수로 확인 금지 ▲외출자제 ▲서행운전 등에 유의하세요. [세종시청],"세종특별자치시 세종특별자치시 조치원읍,세종특별자치시 세종특별자치시 연서면,세종특별자치시 세종특별자치시 전의면,세종특별자치시 세종특별자치시 전동면,세종특별자치시 세종특별자치시 소정면",2024/07/08 20:57:01,안전안내,호우
213773,"공주시 호우주의보 발효중 ▲하천(산책로), 산사태 우려지역 등 위험지역 출입금지 ▲침수 및 산사태 위험징후 발견 시 즉시 대피하여 주시기 바랍니다. [공주시]",충청남도 공주시 ,2024/07/08 20:57:47,안전안내,호우
213774,"증평군 호우주의보 발효에 따라 사곡리 지하차도 통행제한 하오니, 우회하여 주시기 바랍니다.[증평군]",충청북도 증평군 ,2024/07/08 20:58:21,안전안내,호우
213782,"오늘 21:20 역천 당진시(채운교)지점 홍수주의보. 피해에 대비 바랍니다. 내 위치, 침수우려지역 확인 vo.la/Fqgow [금강홍수통제소]","충청남도 당진시 ,충청남도 서산시 ",2024/07/08 21:20:54,안전안내,홍수
213783,오늘 21:10 청양군 지역 산사태 주의보 발령. 산림 주변 야외 활동 자제 및 입산 금지. 안전에 유의하세요. [청양군],충청남도 청양군 ,2024/07/08 21:26:35,안전안내,산사태
213784,"오늘 21:25 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험 지역에는 가지 마시고, 대피 권고를 받으면 즉시 대피하세요. [행정안전부]","세종특별자치시  ,충청북도 청주시 상당구 ,충청북도 청주시 서원구 ,충청북도 청주시 흥덕구 ,충청북도 청주시 청원구 ",2024/07/08 21:27:53,안전안내,호우
213793,"주추, 아름2교, 욱일 지하차도 등 침수, 가능하면 모든 지하차도 진입하지 마시고 우회 운행하시기 바랍니다. [세종시청]",세종특별자치시  ,2024/07/08 21:41:37,안전안내,호우
213794,"청원구 사천동 발산천 홍수심각단계로 차량통행 자제 및 침수우려, 사전 주민 대피 바람니다.[청주시]","충청북도 청주시 상당구 ,충청북도 청주시 서원구 ,충청북도 청주시 흥덕구 ,충청북도 청주시 청원구 ",2024/07/08 21:44:08,안전안내,홍수
213795,"나성동 백화점부지(국세청 인근) 주차장 침수중, 해당 지역에 주차하신 분들은 신속히 차량 이동 조치하시기 바랍니다. [세종시청]","세종특별자치시 세종특별자치시 반곡동,세종특별자치시 세종특별자치시 소담동,세종특별자치시 세종특별자치시 보람동,세종특별자치시 세종특별자치시 대평동,세종특별자치시 세종특별자치시 가람동,세종특별자치시 세종특별자치시 한솔동,세종특별자치시 세종특별자치시 새롬동,세종특별자치시 세종특별자치시 다정동,세종특별자치시 세종특별자치시 어진동,세종특별자치시 세종특별자치시 종촌동,세종특별자치시 세종특별자치시 고운동,세종특별자치시 세종특별자치시 아름동,세종특별자치시 세종특별자치시 도담동,세종특별자치시 세종특별자치시 산울동,세종특별자치시 세종특별자치시 해밀동,세종특별자치시 세종특별자치시 합강동,세종특별자치시 세종특별자치시 집현동,세종특별자치시 세종특별자치시 세종동,세종특별자치시 세종특별자치시 누리동,세종특별자치시 세종특별자치시 한별동,세종특별자치시 세종특별자치시 다솜동,세종특별자치시 세종특별자치시 용호동",2024/07/08 21:44:38,안전안내,호우
213796,"오늘 21:29 음성군 감곡면 산사태주의보 발령. 산책로, 계곡, 급경사지, 임도 등 위험 지역에 가지 마시고, 대피경로 숙지하여 주시기 바랍니다. [음성군]",충청북도 음성군 ,2024/07/08 21:45:08,안전안내,산사태
213797,"오늘 21:40 충북(보은) 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험 지역에는 가지 마시고, 대피 권고를 받으면 즉시 대피하세요. [행정안전부]",충청북도 보은군 ,2024/07/08 21:45:38,안전안내,호우
213798,"당진시 산사태 주의보 발령, 산림 주변 야외 활동을 자제하여 주시고, 산에 있을 경우 즉시 밖으로 대피하여 주시기 바랍니다. [당진시]",충청남도 당진시 ,2024/07/08 21:46:09,안전안내,산사태
213799,오늘 21:40 여주시 전역 산사태 주의보 발령. ▲산림 주변 접근 및 입산 금지 ▲절개지 및 급경사지 주변 위험 징후 발견시 즉시 대피 하세요.[여주시],경기도 여주시 ,2024/07/08 21:47:55,안전안내,산사태
213813,금일 23시부터 익일 새벽까지 많은 비가 예보되어 있습니다. 산사태취약지역 및 산림 인근 주민들은 반드시 사전에 대피하여 주시기 바랍니다. [예천군],경상북도 예천군 ,2024/07/08 22:20:18,안전안내,산사태
213814,"현재 옥천군 호우주의보 발효중으로 하천변 야영장, 산사태우려취약지역, 급경사지 등 위험지역 접근을 자제하여 주시고 안전에 유의하여 주시기 바랍니다. [옥천군]",충청북도 옥천군 ,2024/07/08 22:24:05,안전안내,호우
211688,"양천구에서 실종된 최광일씨(남,82세)를 찾습니다-165cm,흰색모자,파랑티셔츠,검정긴바지,짝이다른신발착용 vo.la/WydsN / ☎112 [서울경찰청]",서울특별시 양천구 ,2024/05/09 20:04:01,안전안내,기타
211737,"고사리 채취 실종자를 찾습니다. 현춘자(여 72세) 키 145cm 인상착의 검은색 상하의 빨간모자 착용, 실종위치 어승생 저수지 맞은편[제주특별자치도]",제주특별자치도 전체 ,2024/05/12 20:35:16,안전안내,기타
211750,"종로구 주민인 권기년씨(여,87세)를 찾습니다-152cm,40kg,백발,보라색조끼,검정체크무늬바지,은팔찌착용 
vo.la/xitky / ☎112 [서울경찰청]",서울특별시 종로구 ,2024/05/14 08:34:09,안전안내,기타
211753,"김천시 주민인 강영순씨(여,83세)를 찾습니다-155cm,60kg,분홍색조끼,검정세로무늬바지,파란색슬리퍼
vo.la/CnWva / ☎182 [경북경찰청]",경상북도 김천시 ,2024/05/14 12:29:07,안전안내,기타
211839,"광진구 주민인 오필홍씨(남,38세)를 찾습니다-173cm,62kg,스포츠머리,회색반팔,검정추리닝바지,삼선슬리퍼
vo.la/pdmrF / ☎182 [서울경찰청]","서울특별시 강동구 ,서울특별시 광진구 ",2024/05/16 17:15:32,안전안내,기타
211963,"버스 탑승후 두문,수식,가평 인근에서 하차후 연락이 끊긴 김옥수(91세, 여)를 찾습니다. 치매환자/청색 상하의/빨간색 모자 착용/발견 시 112로 연락[봉화군]",경상북도 봉화군 ,2024/05/23 18:50:07,안전안내,기타
211980,"단원구에서 배회중인 김해인씨(남,57세)를 찾습니다-170cm,녹색계열등산복자켓,어두운색긴바지,뿔테안경 vo.la/djTEj / ☎182 [경기남부경찰청]","경기도 안산시 상록구 ,경기도 안산시 단원구 ",2024/05/24 11:02:37,안전안내,기타
211981,"시흥시에서 목격된 김해인씨(남,57세)를 찾습니다-170cm,녹색계열등산복자켓,어두운색긴바지,뿔테안경 vo.la/djTEj / ☎182 [경기남부경찰청]",경기도 시흥시 ,2024/05/24 11:07:37,안전안내,기타
212076,"북 대남전단 추정 미상 물체 강원 접적지역 일대 식별.
미상 물체(흰색 둥근풍선 형태) 발견시 절대 접촉하지 마시고 군부대 또는 경찰에 신고바랍니다.[강원자치도]","강원특별자치도 고성군 ,강원특별자치도 양구군 ,강원특별자치도 인제군 ",2024/05/29 07:46:27,안전안내,테러
212192,"구로구 주민인 안창주씨(남,80세)를 찾습니다-170cm,75kg,검정캡모자,남색잠바,검정바지,검정단화
vo.la/zTBxj / ☎182 [서울경찰청]",서울특별시 구로구 ,2024/06/03 09:15:30,안전안내,기타
212195,"구리시 주민인 박흥식씨(남,99세)를 찾습니다-170cm,55kg,백발,자주색긴팔,검정바지,흰색운동화
vo.la/OELSu / ☎182 [경기북부경찰청]",경기도 구리시 ,2024/06/03 11:59:21,안전안내,기타
212310,"북한이 오물풍선을 다시 부양하고 있음. 군민들께서는 적재물 낙하에 주의, 오물풍선 발견시 접촉하지 마시고 군부대(1338)나 경찰(112)에 신고바랍니다[무주군]",전북특별자치도 무주군 ,2024/06/10 09:43:20,안전안내,테러
212311,"서귀포시에서 배회 중인 강일호씨(남,39세)를 찾습니다-175cm,70kg,검정잠바,검정바지,검정슬리퍼
vo.la/aqSbg / ☎182 [제주경찰청]",제주특별자치도 서귀포시 ,2024/06/10 09:48:08,안전안내,기타
212407,"남양주시에서 실종된 전길영씨(남,37세)를 찾습니다-173cm,102kg,새치머리,검정내의,검정바지,검정슬리퍼
vo.la/BBRHz/ ☎182 [경기북부경찰청]",경기도 남양주시 ,2024/06/12 16:54:05,안전안내,기타
212903,"계양구 주민인 박영목씨(남,66세)를 찾습니다-168cm,60kg,환자복상하의,검정신발,지팡이
vo.la/uDkpc / ☎182 [인천경찰청]",인천광역시 계양구 ,2024/06/28 10:04:35,안전안내,기타
212904,"미추홀구에서 최종 목격된 박영목씨(남,66세)를 찾습니다-168cm,60kg,환자복상하의,검정신발,지팡이
vo.la/uDkpc / ☎182 [인천경찰청]",인천광역시 미추홀구 ,2024/06/28 10:05:24,안전안내,기타
213096,"21시 기준 관내 호우주의보가 발효되었습니다 야외 활동자제 및 하천변 저지대 침수 시
신속한 대피 등 안전에 유의 바랍니다.[합천군]",경상남도 합천군 ,2024/06/29 21:12:36,안전안내,호우
213097,"오늘 밤부터 내일 새벽까지 많은 비가 예상되므로 여천천, 무거천 등 하천변 접근을 삼가시고, 기상정보를 확인하는 등 안전에 유의 바랍니다. [남구]",울산광역시 남구 ,2024/06/29 21:13:18,안전안내,호우
213098,"여수시 지역에 산사태주의보가 발령되었으니 산림 주변 야외활동 자제, 입산금지 등 안전에 유의 바랍니다. 산에 있을 경우 신속히 대피하시기 바랍니다.[여수시]",전라남도 여수시 ,2024/06/29 21:14:16,안전안내,산사태
213099,"내일까지 집중호우 전망 ▲농배수로 확인을 위한 외출자제▲산사태우려 및 하천변,저지대 침수지역,캠핑객 즉시안전장소 이동 등 각별히 유의하시기 바랍니다.[인제군청]",강원특별자치도 인제군 ,2024/06/29 21:14:25,안전안내,호우
213100,"강서구 송정동, 구랑동, 지사동, 미음동, 범밤동 산사태 주의보 발령. 산사태 등 안전사고 발생 유의하고 산림주변 야외활동을 자제하여 주시기 바랍니다. [강서구]",부산광역시 강서구 ,2024/06/29 21:18:05,안전안내,산사태
213101,"부안군 21:00 호우주의보 발효, 내일 새벽까지 많은 비가 예상됩니다. 하천, 저지대 등 위험지역 접근금지 및 야외활동 자제 등 안전에 유의바랍니다.[부안군]",전북특별자치도 부안군 ,2024/06/29 21:23:05,안전안내,호우
213102,"오늘 21시 정읍시 호우주의보 발령. 저지대, 침수 우려지역 등 위험지역에서는 가족, 이웃과 정보를 공유하고 안전한 곳으로 대피하시기 바랍니다. [정읍시]",전북특별자치도 정읍시 ,2024/06/29 21:27:02,안전안내,호우
213186,"오늘 19:16 정남면 문학리 510-6 농장에서 화재발생. 연기가 많이 발생하고 있으니 인근 주민들은 창문을 닫고, 안전에 유의해주시기 바랍니다.[화성시]","경기도 화성시 진안동,경기도 화성시 병점동,경기도 화성시 능동,경기도 화성시 기산동,경기도 화성시 반월동,경기도 화성시 반정동,경기도 화성시 황계동,경기도 화성시 배양동,경기도 화성시 기안동,경기도 화성시 송산동,경기도 화성시 안녕동,경기도 화성시 반송동,경기도 화성시 석우동,경기도 화성시 오산동,경기도 화성시 청계동,경기도 화성시 영천동,경기도 화성시 중동,경기도 화성시 신동,경기도 화성시 목동,경기도 화성시 산척동,경기도 화성시 장지동,경기도 화성시 송동,경기도 화성시 방교동,경기도 화성시 금곡동,경기도 화성시 봉담읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 팔탄면,경기도 화성시 양감면,경기도 화성시 정남면",2024/07/01 19:51:19,안전안내,화재
213187,9호선 흑석역 상하선 19:43 현재 연기제거 및 열차운행에 이상없음 확인되어 흑석역 상하선 열차 정상운행 중입니다. [서울시메트로9호선(주)],서울특별시 전체 ,2024/07/01 19:55:58,안전안내,화재
213399,"현재 완도군 폭염주의보 발효중. 야외 활동을 자제해주세요, 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요. [완도군]",전라남도 완도군 ,2024/07/05 14:32:17,안전안내,폭염
213400,"낮 최고기온 31도 무더위 지속
△낮 시간(13시~18시) 외출자제
△식중독 예방을 위해 음식 관리철저
△충분한 수분섭취 및 휴식 등 안전에 유의바랍니다[의성군]",경상북도 의성군 ,2024/07/05 14:36:52,안전안내,폭염
213457,"내일 새벽 강한 비가 예상되오니 하천변 야영장, 저지대, 산간계곡 등 위험지역 접근자제 등 야외 활동을 자제하여 주시고 안전에 유의하시기 바랍니다. [옥천군]",충청북도 옥천군 ,2024/07/06 17:05:32,안전안내,호우
213569,"오늘 23:40 경북(상주) 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험 지역에는 가지 마시고, 대피 권고를 받으면 즉시 대피하세요. [행정안전부]",경상북도 상주시 ,2024/07/07 23:45:22,안전안내,호우
213815,"하천 주변 산책로, 계곡. 급경사지, 농수로 등 위험지역에는 가지 마시고, 하천 범람에 주의하세요. [청주시]","충청북도 청주시 상당구 ,충청북도 청주시 서원구 ,충청북도 청주시 흥덕구 ,충청북도 청주시 청원구 ",2024/07/08 22:25:58,안전안내,기타
213817,오늘 괴산군 관내 많은 비가 내리고 있습니다. 산사태취약지역 및 산림인근주민들은 대피명령이 있을시 안전한 곳으로 대피바랍니다.[괴산군],충청북도 괴산군 ,2024/07/08 22:32:44,안전안내,산사태
213818,지속적인 선행 강우와 집중호우로 인해 산사태 발생 위험이 높은 상황입니다. 위험징후 발견시에는 반드시 안전한 곳으로 대피하여주시기 바랍니다. [영주시],경상북도 영주시 ,2024/07/08 22:33:37,안전안내,산사태
213819,"누적된 선행 강우량이 많아 산사태 위험이 높으므로 산림과 떨어진 마을회관, 학교 등 안전한 곳으로 대피하시기 바랍니다.[공주시]",충청남도 공주시 ,2024/07/08 22:42:06,안전안내,산사태
211671,"TV조선 슈퍼콘서트 공연으로 충무공동 진주종합경기장 일대 교통 혼잡 중, 공연 관람객은 대중교통 이용하시고 인근 통행 차량은 가급적 우회 바랍니다. [진주시]",경상남도 진주시 ,2024/05/08 16:30:28,안전안내,기타
211722,"강동구 주민인 김찬녀씨(여,64세)를 찾습니다-154cm,43kg,베이지색반코트,초록색목티,남색치마,검정계통신발
vo.la/FDFyV / ☎112 [서울경찰청]","서울특별시 강동구 ,서울특별시 광진구 ",2024/05/11 16:00:15,안전안내,기타
212062,"현재 용담댐 초당 300톤 수문방류 중이므로 하천변 야영장, 저지대 하상도로 등 위험지역 주민 및 방문객분들은 인명 및 시설물 안전에 유의바랍니다. [금산군]",충청남도 금산군 ,2024/05/28 14:33:42,안전안내,기타
212063,"동작구에서 배회중인 황진우씨(남,47세)를 찾습니다-175cm,80kg,검정체크상의,청바지,흰모자,하늘색마스크
vo.la/EUgFG / ☎182 [서울경찰청]",서울특별시 동작구 ,2024/05/28 17:35:13,안전안내,기타
212116,"서구에서 배회중인 현훈씨(남, 44세)를 찾습니다-165cm,검정색상하의트레이닝복,흰색수동킥보드소지,노숙자풍 vo.la/tSLxq / ☎182 [대전경찰청]",대전광역시 서구 ,2024/05/30 14:58:19,안전안내,기타
212168,"포항국제불빛축제 영일대해수욕장 주변이 매우 혼잡하니, 귀가 시 안전요원의 안내에 따라 안전에 주의하여 큰도로쪽 인도로 천천히 이동해 주시기 바랍니다. [포항시]","경상북도 포항시 남구 ,경상북도 포항시 북구 ",2024/06/01 22:18:51,안전안내,기타
212169,"포항국제불빛축제 행사가 종료되어 귀가 시 인파밀집 사고 위험이 높으니, 각별히 주의하여 큰도로쪽 인도를 이용하여 천천히 이동해 주시기 바랍니다. [포항시]","경상북도 포항시 남구 ,경상북도 포항시 북구 ",2024/06/01 22:28:07,안전안내,기타
212386,"도내 폭염주의보 발효중으로 충분한 수분 보충, 무더위쉼터 이용, 폭염 안전수칙(물, 그늘, 휴식)준수, 한낮 야외 작업 자제 등 안전에 유의 바랍니다 [경상남도]",경상남도 전체 ,2024/06/12 13:00:20,안전안내,폭염
212414,"14일(금) 18시까지 운문댐 초당 최대 150톤의 수문방류중, 하천수위상승 우려로 하천 출입금지 및 하천주변에 계신 경우 안전한 곳으로 이동 바랍니다.[청도군]",경상북도 청도군 ,2024/06/13 09:47:29,안전안내,기타
212439,"금일 17:30부터 익일 9:00까지 대곡댐 방류(초당 10톤)로 하천 수위 상승 예상되오니, 하천 주변에 계신 분은 안전한 곳으로 이동 바랍니다. [울주군]","울산광역시 울주군 언양읍,울산광역시 울주군 두동면",2024/06/13 17:00:53,안전안내,기타
212440,"강동구에서 배회 중인 조국영씨(남,81세)를 찾습니다-167cm,63kg,회색자켓,검정캡모자,검정긴바지 vo.la/yrdsb / ☎182 [서울경찰청]",서울특별시 강동구 ,2024/06/13 17:06:29,안전안내,기타
212663,"오늘 10:00 관내 폭염주의보 발령. 야외 활동을 자제하세요, 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요. [제천시]",충청북도 제천시 ,2024/06/20 10:51:42,안전안내,폭염
212816,"중구 주민인 오병주씨(남,95세)를 찾습니다-168cm,55kg,흰색모자,갈색선글라스,파랑계열반팔,검정바지,지팡이 vo.la/jdtKy /☎112 [서울경찰청]",서울특별시 중구 ,2024/06/24 20:16:41,안전안내,기타
213019,"18:00 호우주의보 발효 내일까지 많은 비가 예상됩니다. 농배수로 물꼬작업 금지, 하천둔치, 산사태 및 침수위험지역, 지하차도는 접근을 자제바랍니다.[진주시]",경상남도 진주시 ,2024/06/29 18:00:33,안전안내,호우
213020,"오늘 18시부로 하동군 호우주의보가 발효되었습니다. 하천변, 세월교, 급경사지, 저지대 침수, 산사태 등 위험지역 접근자제와 안전사고에 유의 바랍니다. [하동군]",경상남도 하동군 ,2024/06/29 18:02:36,안전안내,호우
